country,age,education,gender,ethnicity,organization_type,job_industry,primary_job_function,current_role,planned_job_postings,python,r_programming,java,java_script,c_c++,c#,julia,html_css,bash_shell,sql,go,php,rust,typescript,"in_your_work,_how_much_more_time_have_you_spent_this_year_on_generative_ai_techniques_such_as_generative_adversarial_networks_gans,_variational_autoencoders_vaes,_or_transformer_models_compared_to_last_year",what_are_you_using_generative_ai_for_select_all_that_apply__selected_choice,has_your_company_already_hired_or_plan_on_hiring_any_of_the_following_roles_select_all_that_apply__selected_choice,"what_topics,_tools,_or_skills_are_covered_in_your_courses_in_preparation_for_entering_the_data_science_ml_field_select_all_that_apply","in_your_opinion,_what_is_the_biggest_obstacle_to_obtaining_the_experience_required_for_a_career_in_data_science_or_related_fields__selected_choice",what_would_be_your_ideal_job_title__selected_choice
UNITED STATES,42-57,SOME COLLEGE,MALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,AI DATA ANALYST,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,DATA SCIENTIST,STUDENT,,,,,,,,,,,,,,,,,,,BUSINESS KNOWLEDGE,COST,PROMPT ENGINEER
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,BUSINESS ANALYST,STUDENT,,,,,,,,,,,,,,,,,,,BIG DATA MANAGEMENT,FINDING AN INTERNSHIP,DEVELOPER ADVOCATE
UNITED STATES,42-57,SOME COLLEGE,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,ELECTRONICS,RESEARCH SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI AUDITOR,MACHINE MANAGER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,SOME COLLEGE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,GOVERNMENT,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,"PROMPT ENGINEER,MACHINE MANAGER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,58-67,SOME COLLEGE,AGENDER,WHITE,GOVERNMENT AGENCY,ENGINEERING,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,"PROMPT ENGINEER,AI ETHICIST,COMPUTER VISION ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,HIGH SCHOOL OR EQUIVALENT,AGENDER,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ELECTRONICS,PRODUCT MANAGER,DATA SCIENCE PRACTITIONER,,66,47,66,46,29,69,,33,,,,,,,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),NOT CURRENTLY USING","AI ENGINEER,AI AUDITOR",,,
UNITED STATES,18-25,SOME COLLEGE,AGENDER,WHITE,EDUCATIONAL INSTITUTION,CONSULTING,ML ENGINEER,DATA SCIENCE PRACTITIONER,,,,100,99,,,,,,,,,,,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST,BIG DATA ENGINEER",,,
UNITED STATES,26-41,SOME COLLEGE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,DEFENSE,DEVELOPER,STUDENT,,,,,,,,,,,,,,,,,,,"DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,ENGINEERING SKILLS,BUSINESS ANALYTICS,MACHINE LEARNING,COMPUTER SYSTEMS,PYTHON",SATURATED FIELD MAKES IT DIFFICULT TO STAND OUT,PROMPT ENGINEER
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,DECLINE TO ANSWER,COMMERCIAL (FOR-PROFIT) ENTITY,OTHER,OTHER (PLEASE INDICATE BELOW),DATA SCIENCE PRACTITIONER,,75,21,,,22,,,21,22,64,,,,,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS,OTHER (PLEASE INDICATE BELOW)","AI ENGINEER,PROMPT ENGINEER,COMPUTER VISION ENGINEER,BIG DATA ENGINEER,OTHER (PLEASE INDICATE BELOW)",,,
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,DECLINE TO ANSWER,NOT-FOR-PROFIT ORGANIZATION,HEALTHCARE,OTHER (PLEASE INDICATE BELOW),STUDENT,,,,,,,,,,,,,,,,,,,"BUSINESS KNOWLEDGE,COMMUNICATION SKILLS,DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,PROBABILITY AND STATISTICS,BUSINESS ANALYTICS,MACHINE LEARNING,DATA VISUALIZATION,ETHICS IN DATA SCIENCE/MACHINE LEARNING,COMPUTER SYSTEMS,PYTHON",LACK OF SOCIAL CAPITAL OR MENTOR RELATIONSHIPS,BIG DATA ENGINEER
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,BLACK,EDUCATIONAL INSTITUTION,AUTOMOTIVE,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,34,73,15,65,82,50,30,55,17,46,82,80,77,33,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI AUDITOR,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,FINANCE,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,17,67,7,34,35,53,10,73,88,21,46,29,88,63,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ETHICIST,,,
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,AUTOMOTIVE,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,19,74,57,36,20,28,42,48,18,43,46,49,29,74,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",COMPUTER VISION ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,EDUCATION,PRODUCT MANAGER,DATA SCIENCE PRACTITIONER,,74,19,30,68,48,47,17,28,28,33,25,43,12,44,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST",,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FINANCE,PRODUCT MANAGER,DATA SCIENCE PRACTITIONER,,74,19,30,68,48,47,17,28,28,33,25,43,12,44,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST",,,
UNITED STATES,42-57,BACHELOR’S DEGREE,NON-BINARY,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,EDUCATION,PRODUCT MANAGER,DATA SCIENCE PRACTITIONER,,74,19,30,68,48,47,17,28,28,33,25,43,12,44,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST",,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,FOOD & BEVERAGE,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,34,11,76,47,77,38,36,65,3,78,74,56,37,39,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",BIG DATA ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,BLACK,GOVERNMENT AGENCY,AUTOMOTIVE,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,35,78,21,80,71,48,13,36,55,76,31,53,5,88,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",BIG DATA ENGINEER,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,ENGINEERING,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,29,79,57,12,16,66,2,37,65,59,26,80,39,25,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ETHICIST,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,AUTOMOTIVE,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,84,51,29,78,46,74,51,56,28,51,22,71,82,15,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",BIG DATA ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSTRUCTION,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,AI ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,AI ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,AI ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSTRUCTION,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,AI ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,AI ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSTRUCTION,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,AI ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,SOME COLLEGE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FOOD & BEVERAGE,SYSTEM ADMINISTRATOR,DATA SCIENCE PRACTITIONER,,80,64,76,48,79,66,68,71,52,43,66,79,73,61,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS,NOT CURRENTLY USING","AI ENGINEER,AI DATA ANALYST,AI ETHICIST,COMPUTER VISION ENGINEER",,,
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,RETAIL,SYSTEM ADMINISTRATOR,DATA SCIENCE PRACTITIONER,,80,64,76,48,79,66,68,71,52,43,66,79,73,61,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),NOT CURRENTLY USING","AI ENGINEER,AI DATA ANALYST,AI ETHICIST,COMPUTER VISION ENGINEER",,,
UNITED STATES,58-67,SOME COLLEGE,MALE,WHITE,EDUCATIONAL INSTITUTION,EDUCATION,PROFESSOR/INSTRUCTOR/RESEARCHER,DATA SCIENCE PRACTITIONER,,80,64,76,48,79,66,68,71,52,43,66,79,73,61,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),NOT CURRENTLY USING","AI ENGINEER,AI DATA ANALYST,AI ETHICIST,COMPUTER VISION ENGINEER",,,
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,BLACK,GOVERNMENT AGENCY,ENGINEERING,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,30,53,17,16,32,45,3,63,55,32,58,77,78,58,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ETHICIST,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,ENERGY,DEVELOPER,DATA SCIENCE PRACTITIONER,,79,85,68,12,67,73,61,70,76,43,17,46,36,1,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ETHICIST,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,LATINE/HISPANIC,NOT-FOR-PROFIT ORGANIZATION,ENGINEERING,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,61,59,60,76,30,41,14,37,26,51,73,15,12,74,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI AUDITOR,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSTRUCTION,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,AI ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSTRUCTION,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,AI ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,TELECOMMUNICATIONS,APPLIED SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,AI ETHICIST",,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,BLACK,GOVERNMENT AGENCY,AUTOMOTIVE,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,3,10,43,6,58,18,70,77,84,17,38,25,78,83,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI ENGINEER,,,
UNITED STATES,42-57,SOME COLLEGE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ELECTRONICS,DEVELOPER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI ETHICIST",,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,SOME COLLEGE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FOOD & BEVERAGE,DEVELOPER,IT ADMIN / INFORMATION SECURITY,"AI DATA ANALYST,AI ETHICIST",,,,,,,,,,,,,,,,,,,,
UNITED STATES,58-67,SOME COLLEGE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ELECTRONICS,DEVELOPER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,AI ETHICIST",,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,GOVERNMENT,DEVELOPER,DATA SCIENCE PRACTITIONER,,43,36,12,65,24,27,71,12,6,60,51,57,15,16,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ENGINEER,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,EAST ASIAN,GOVERNMENT AGENCY,FINANCE,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,45,74,67,25,74,26,71,12,43,61,9,46,29,63,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ETHICIST,,,
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,ENERGY,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,86,83,64,14,19,68,2,37,63,78,21,52,71,35,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",COMPUTER VISION ENGINEER,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,BLACK,EDUCATIONAL INSTITUTION,ENGINEERING,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,75,29,3,26,17,86,7,33,72,27,11,13,23,74,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",BIG DATA ENGINEER,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,BLACK,GOVERNMENT AGENCY,ENGINEERING,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,44,3,57,50,27,5,0,42,32,77,19,28,9,9,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",COMPUTER VISION ENGINEER,,,
UNITED STATES,58-67,SOME COLLEGE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FINANCE,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,PROMPT ENGINEER,AI AUDITOR",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,BLACK,EDUCATIONAL INSTITUTION,GOVERNMENT,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,71,45,14,6,31,6,0,51,56,85,12,0,84,45,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",PROMPT ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,BLACK,GOVERNMENT AGENCY,AUTOMOTIVE,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,19,36,25,7,47,62,77,47,44,3,19,6,28,59,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI DATA ANALYST,,,
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ELECTRONICS,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,33,78,3,7,77,11,3,32,45,87,46,71,12,16,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",BIG DATA ENGINEER,,,
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,BLACK,GOVERNMENT AGENCY,DEFENSE,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,48,65,59,30,64,64,63,28,17,7,66,11,16,3,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",COMPUTER VISION ENGINEER,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,AUTOMOTIVE,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,24,18,79,83,57,43,78,50,50,48,63,59,6,57,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ETHICIST,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,BLACK,GOVERNMENT AGENCY,ENGINEERING,DEVELOPER,DATA SCIENCE PRACTITIONER,,79,62,27,9,42,2,38,73,56,11,74,12,25,11,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",BIG DATA ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,ENGINEERING,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,20,76,62,10,83,29,67,4,77,54,5,32,51,56,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",BIG DATA ENGINEER,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,BLACK,NOT-FOR-PROFIT ORGANIZATION,ENGINEERING,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,17,88,68,2,86,73,62,8,12,43,42,51,28,49,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",COMPUTER VISION ENGINEER,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,BLACK,NOT-FOR-PROFIT ORGANIZATION,ENGINEERING,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,61,68,83,69,83,27,82,6,66,88,78,56,54,8,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",BIG DATA ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,22,82,87,19,34,74,20,46,51,19,33,58,33,37,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",COMPUTER VISION ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,BLACK,EDUCATIONAL INSTITUTION,AUTOMOTIVE,DEVELOPER,DATA SCIENCE PRACTITIONER,,7,42,54,69,50,16,3,39,11,30,5,31,45,64,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI DATA ANALYST,,,
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,AUTOMOTIVE,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,85,14,77,12,64,40,19,85,84,57,56,17,21,2,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",BIG DATA ENGINEER,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FINANCE,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,81,23,26,68,66,45,43,24,42,32,29,45,42,53,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS",AI DATA ANALYST,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,LATINE/HISPANIC,EDUCATIONAL INSTITUTION,AUTOMOTIVE,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,26,57,63,55,20,20,86,21,60,4,67,68,14,56,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI ETHICIST,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,FOOD & BEVERAGE,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,71,70,88,4,36,62,17,19,26,32,43,18,12,23,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI AUDITOR,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,ENERGY,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,21,25,66,66,15,26,0,62,20,77,14,74,2,37,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI DATA ANALYST,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,BLACK,GOVERNMENT AGENCY,ENERGY,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,43,9,71,77,5,11,45,41,53,33,82,9,9,4,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",BIG DATA ENGINEER,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,LATINE/HISPANIC,GOVERNMENT AGENCY,DEFENSE,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,9,80,85,55,55,61,56,35,51,51,19,20,66,78,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI ETHICIST,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,BLACK,NOT-FOR-PROFIT ORGANIZATION,AUTOMOTIVE,DEVELOPER,DATA SCIENCE PRACTITIONER,,25,19,72,81,41,55,67,65,65,31,51,20,38,3,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",COMPUTER VISION ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,DATA SCIENTIST,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,HEALTHCARE,APPLIED SCIENTIST,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,SOME COLLEGE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,DEVELOPER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER,MACHINE MANAGER,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,ENGINEERING,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,MACHINE MANAGER,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,CONSULTING,BUSINESS ANALYST,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER,AI AUDITOR,AI ETHICIST,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,SOME COLLEGE,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,MEDIA,PROFESSOR/INSTRUCTOR/RESEARCHER,DATA SCIENCE PRACTITIONER,,46,45,31,30,29,26,28,19,28,27,21,36,32,32,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST,AI AUDITOR,AI ETHICIST",,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,ELECTRONICS,DEVELOPER,IT ADMIN / INFORMATION SECURITY,"AI DATA ANALYST,PROMPT ENGINEER,AI AUDITOR,AI ETHICIST,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,AUTOMOTIVE,DEVELOPER,DATA SCIENCE PRACTITIONER,,42,52,22,53,27,52,34,66,20,83,54,28,2,25,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI ETHICIST,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FINANCE,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,26,11,45,78,70,24,80,13,62,85,65,49,34,65,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ENGINEER,,,
